Codepoint,Hanzi,pinyin,Frequency,Tweets,Traditional Variant,Simplified Variant,Definition
U+7686,皆,jiē,188,180,,,"all, every, everybody"
U+7687,皇,huáng,185,146,,,"royal, imperial; ruler, superior"
U+7688,皈,guī,3,1,,,"follow, comply with"
U+768B,皋,gāo,5,3,,,the high land along a river
U+768E,皎,jiǎo,7,3,,,"white; bright, brilliant; clear"
U+7691,皑,ái,22,11,皚,,brilliant white
U+7693,皓,hào,5,5,,,"bright, luminous; clear; hoary"
U+7696,皖,wǎn,14,9,,,Anhui province
U+769A,皚,ái,12,6,,皑,brilliant white
U+76AE,皮,pí,403,319,,,"skin, hide, fur, feather; outer"
U+76B1,皱,zhòu,20,15,"皱,皺",皱,"wrinkles, creases, folds"
U+76B2,皲,jūn,1,1,皸,,"crack, chap"
U+76BA,皺,zhòu,6,4,,皱,"wrinkles, creases, folds"
U+76BF,皿,mǐn,4,4,,,shallow container; rad. no. 108
U+76C2,盂,yú,5,3,,,basin; cup
U+76C3,盃,bēi,46,30,,,"glass, cup"
U+76C5,盅,zhōng,8,6,,,small cup or bowl
U+76C6,盆,pén,114,88,,,"basin, tub, pot, bowl"
U+76C8,盈,yíng,469,393,,,"fill; full, overflowing; surplus"
U+76CA,益,yì,1526,1395,,,"profit, benefit; advantage; hexagram ䷩"
U+76CE,盎,àng,144,127,,,cup; pot; bowl; abundant
U+76CF,盏,zhǎn,20,14,盞,,small cup or container
U+76D0,盐,yán,148,106,鹽,,salt
U+76D1,监,jiān,1201,1051,監,,"supervise, control, direct"
U+76D2,盒,hé,128,102,,,small box or case; casket
U+76D4,盔,kuī,19,17,,,helmet; bowl; basin
U+76D6,盖,gài,408,362,"盖,蓋",盖,"cover, hide, protect"
U+76D7,盗,dào,81,68,盜,,"rob, steal; thief, bandit"
U+76D8,盘,pán,1016,853,盤,,"tray, plate, dish; examine"
U+76DB,盛,shèng,1239,1095,,,"abundant, flourishing; contain; fill"
U+76DC,盜,dào,22,16,,盗,"rob, steal; thief, bandit"
U+76DE,盞,zhǎn,17,10,,盏,"small cup or container; classifier for lamps, etc."
U+76DF,盟,méng,1604,1172,,,"swear; oath, covenant, alliance"
U+76E1,盡,jǐn,122,115,,尽,"exhaust, use up; deplete"
U+76E3,監,jiān,164,132,,监,"supervise, control, direct"
U+76E4,盤,pán,245,188,,盘,"tray, plate, dish; examine"
U+76E5,盥,guàn,1,1,,,wash
U+76E7,盧,lú,68,49,,卢,"cottage, hut; surname; black"
U+76EA,盪,dàng,42,40,,荡,to toss about; to swing; to rock
U+76EE,目,mù,5057,4532,,,"eye; look, see; division, topic; Kangxi radical 109"
U+76EF,盯,dīng,43,42,,,"rivet gaze upon, keep eyes on"
U+76F1,盱,xū,2,2,,,wide open eyes; to gaze in astonishment
U+76F2,盲,máng,75,59,,,"blind; unperceptive, shortsighted"
U+76F4,直,zhí,2685,2467,,,"straight, erect, vertical"
U+76F8,相,xiāng,5762,5160,,,"mutual, reciprocal, each other"
U+76F9,盹,dǔn,3,3,,,to doze; to nap; to nod
U+76FC,盼,pàn,85,79,,,"look, gaze; expect, hope for"
U+76FE,盾,dùn,151,113,,,"shield, shield-shaped object; currency sign for Dutch guilder"
U+7701,省,shěng,2074,1788,,,"province; save, economize"
U+7708,眈,dān,8,4,,,"gloat, stare at; to delay, to loiter, to hinder"
U+7709,眉,méi,90,78,,,eyebrows; upper margin of book
U+770B,看,kàn,4297,3732,,,"look, see; examine, scrutinize"
U+7719,眙,yí,2,2,,,to gaze at
U+771E,眞,zhēn,1,1,,,"real, actual, true, genuine"
U+771F,真,zhēn,1467,1329,,,"real, actual, true, genuine"
U+7720,眠,mián,86,57,,,"close eyes, sleep; hibernate"
U+7728,眨,zhǎ,20,19,,,wink
U+7729,眩,xuàn,3,3,,,"to confuse; dizzy, dazed, disoriented"
U+772F,眯,mī,16,5,,,be blinded
U+7736,眶,kuàng,12,12,,,eye socket; rim of eye
U+7737,眷,juàn,19,17,,,"take interest in, care for"
U+7738,眸,móu,4,4,,,pupil of eye; eye
U+773A,眺,tiào,18,17,,,"look at, gaze at, scan, survey"
U+773C,眼,yǎn,1151,1006,,,"eye; eyelet, hole, opening"
U+773E,眾,zhòng,592,508,,众,"masses, people, multitude, crowd"
U+7740,着,zhe,4403,3992,"着,著",着,"make move, take action"
U+7741,睁,zhēng,15,12,睜,,open eyes; stare
U+774F,睏,kùn,8,7,,困,"be tired, sleepy"
U+7750,睐,lài,70,69,睞,,squint at; sidelong glance
U+7752,睒,shǎn,6,3,,,"to glance at, to peep; glittering; to shine"
U+775B,睛,jīng,82,76,,,eyeball; pupil of eye
U+775C,睜,zhēng,2,2,,睁,to open the eyes; stare
U+775E,睞,lài,16,16,,睐,squint at; sidelong glance
U+7761,睡,shuì,201,149,,,"sleep, doze"
U+7762,睢,suī,2,1,,,"gaze at, stare at; uninhibited"
U+7763,督,dū,270,254,,,"supervise, oversee, direct"
U+7766,睦,mù,15,14,,,"friendly, amiable, peaceful"
U+776B,睫,jié,34,30,,,eyelashes
U+776C,睬,cǎi,2,2,,,notice; pay attention to
U+7779,睹,dǔ,55,55,,,"look at, gaze at; observe"
U+777D,睽,kuí,12,10,,,"to squint; to stare at; unusual, strange; hexagram ䷥"
U+777E,睾,gāo,2,1,,,testicle
U+777F,睿,ruì,13,11,,,"shrewd, astute, clever, keen"
U+7784,瞄,miáo,142,140,,,take aim at; look at
U+7785,瞅,chǒu,2,1,,,to see; to look at; to gaze
U+778E,瞎,xiā,3,3,,,"blind, reckless; rash"
U+7792,瞒,mán,28,25,瞞,,"deceive, lie; eyes half-closed"
U+779E,瞞,mán,2,2,,瞒,"deceive, lie; eyes half-closed"
U+77A0,瞠,chēng,3,3,,,"look at, stare at, gaze at"
U+77A5,瞥,piē,2,2,,,take fleeting glance at
U+77A7,瞧,qiáo,18,10,,,"glance at, look at, see"
U+77A9,瞩,zhǔ,77,77,矚,,"watch carefully, stare at, focus on"
U+77AA,瞪,dèng,8,6,,,stare at
U+77AC,瞬,shùn,224,212,,,"wink, blink; in a wink, a flash"
U+77AD,瞭,liào liǎo,5,5,瞭,"了,瞭","bright, clear; clear-sighted"
U+77B0,瞰,kàn,94,76,,,"watch, spy; overlook; look down"
U+77B3,瞳,tóng,4,4,,,pupil of eye
U+77BB,瞻,zhān,33,30,,,look; look out for; respect
U+77BF,瞿,qú,3,2,,,surname
U+77C7,矇,méng,1,1,,蒙,"stupid, ignorant; blind"
U+77CD,矍,jué,1,1,,,look about in fright or alarm
U+77D7,矗,chù,26,26,,,"straight, upright, erect, lofty"
U+77DA,矚,zhǔ,20,20,,瞩,"watch carefully, stare at, focus on"
U+77DB,矛,máo,86,83,,,"spear, lance; Kangxi radical 110"
U+77E2,矢,shǐ,20,19,,,"arrow, dart; vow, swear"
U+77E3,矣,yǐ,5,5,,,particle of completed action
U+77E5,知,zhī,2465,2242,,,"know, perceive, comprehend"
U+77E9,矩,jǔ,19,16,,,"carpenter's square, ruler, rule"
U+77EB,矫,jiǎo,8,8,"矫,矯",矫,"correct, rectify, straighten out"
U+77ED,短,duǎn,1623,1392,,,"short; brief; deficient, lacking"
U+77EE,矮,ǎi,13,12,,,"short, dwarf; low"
U+77EF,矯,jiǎo,9,7,,矫,"correct, rectify, straighten out"
U+77F3,石,shí,1826,1309,,,"stone, rock, mineral; Kangxi radical 112"
U+77F6,矶,jī,94,76,磯,,jetty; submerged rock; eddy
U+77FD,矽,xì,61,47,,,(obsolete form of 硅)
U+77FF,矿,kuàng,405,259,礦,,"mine; mineral, ore"
U+7801,码,mǎ,601,491,碼,,"number, numerals; yard; symbol"
U+7802,砂,shā,83,65,,,"sand; pebbles, gravel; gritty"
U+780C,砌,qì,6,5,,,"to build, pile up; stone steps, brick walk"
U+780D,砍,kǎn,46,42,,,"hack, chop, cut, fell"
U+7812,砒,pī,2,1,,,"(obsolete form of 砒); white arsenic, arsenic trioxide"
U+7814,研,yán,3169,2502,,,"grind, rub; study, research"
U+7816,砖,zhuān,105,71,磚,,"tile, brick"
U+781A,砚,yàn,3,3,硯,,inkstone
U+781D,砝,fǎ,4,4,,,balance weights
U+7825,砥,dǐ,8,8,,,a whetstone; to polish
U+7827,砧,zhēn,1,1,,,anvil; flat stone
U+7830,砰,pēng,1,1,,,"sound of crashing stones, bang!"
U+7832,砲,pào,5,5,,,"gun, cannon"
U+7834,破,pò,2357,2065,,,"break, ruin, destroy; rout"
U+7837,砷,shēn,4,4,,,"arsenic (element 33, As)"
U+7838,砸,zá,50,49,,,"smash, crush, break; pound, mash"
U+783A,砺,lì,3,3,礪,,whetstone; sharpen
U+783E,砾,lì,5,5,礫,,"gravel, pebbles"
U+7840,础,chǔ,520,500,礎,,"foundation stone, plinth"
U+7843,硃,zhū,1,1,,朱,a red mole; cinnabar
U+7845,硅,guī,293,239,,,"silicon (element 14, Si)"
U+784F,硏,yán,1,1,,,grind
U+7850,硐,dòng,1,1,,,(variant of 洞) cave; chamber; pit
U+7852,硒,xī,2,2,,,"selenium (element 34, Se)"
U+7855,硕,shuò,58,53,碩,,"great, eminent; large, big"
U+785D,硝,xiāo,26,23,,,"saltpeter, niter; to tan"
U+786B,硫,liú,36,23,,,"sulfur (element 16, S)"
U+786C,硬,yìng,499,442,,,"hard, firm, strong; obstinate"
U+786E,确,què,1824,1703,"确,確",确,"sure, certain; real, true"
U+786F,硯,yàn,2,2,,砚,inkstone
U+787C,硼,péng,4,4,,,"borax, boron"
U+7881,碁,qí,4,4,,,chess; any game similar to chess
U+7887,碇,dìng,2,2,,,anchor
U+7889,碉,diāo,5,2,,,room made of stone; watchtower
U+788C,碌,lù,46,44,,,"rough, uneven, rocky; mediocre"
U+788D,碍,ài,267,258,"碍,礙",碍,"obstruct, hinder, block, deter"
U+788E,碎,suì,153,135,,,"break, smash; broken, busted"
U+7891,碑,bēi,156,136,,,stone tablet; gravestone
U+7897,碗,wǎn,203,169,,,"bowl, small dish"
U+789A,碚,bèi,2,2,,,suburb
U+789B,碛,qì,2,1,磧,,sand and gravel
U+789F,碟,dié,32,23,,,"small dish, plate"
U+78A7,碧,bì,187,164,,,"jade; green, blue"
U+78A9,碩,shuò,37,32,,硕,"great, eminent; large, big"
U+78AD,碭,dàng,1,1,,砀,brilliantly colored stone with veined patterns in it
U+78B0,碰,pèng,169,158,,,"collide, bump into"
U+78B1,碱,jiǎn,8,7,,,"alkaline, alkali, lye, salt"
U+78B2,碲,dì,2,2,,,"tellurium (element 52, Te)"
U+78B3,碳,tàn,589,386,,,"carbon (element 6, C)"
U+78B4,碴,chá,2,2,,,chipped edge of a container
U+78BA,確,què,344,323,,确,"sure, certain; real, true"
U+78BC,碼,mǎ,154,130,,码,"number, numerals; yard; symbol"
U+78BE,碾,niǎn,15,15,,,"roller, crush; roll"
U+78C1,磁,cí,212,125,,,magnetic; magnetism; porcelain
U+78C5,磅,bàng,87,81,,,pound; weigh
U+78CA,磊,lěi,20,19,,,pile of rocks or stones; great
U+78CB,磋,cuō,157,125,,,"polish, buff; scrutinize"
U+78D0,磐,pán,13,12,,,"large rock, boulder; firm"
U+78D5,磕,kē,8,6,,,"hit; collide, knock into; sound"
U+78DA,磚,zhuān,58,31,,砖,"tile, brick"
U+78E1,磡,kàn,2,2,,,"cliff, ledge, bank; step"
U+78E7,磧,qì,2,1,,碛,sand and gravel; rocks exposed at low tide; to crush
U+78E8,磨,mó,95,84,,,grind; polish; rub; wear out; a millstone
U+78EC,磬,qìng,2,2,,,musical instrument; musical stone
U+78EF,磯,jī,27,15,,矶,jetty; submerged rock; eddy
U+78F4,磴,dèng,3,2,,,"steps on ledge, cliff, or hill"
U+78F7,磷,lín,35,28,,,"phosphorus (element 15, P)"
U+78FA,磺,huáng,3,3,,,sulphur; brimstone
U+7901,礁,jiāo,161,110,,,reef; jetty; submerged rocks
U+790E,礎,chǔ,198,180,,础,"foundation stone, plinth"
U+7911,礑,dàng,2,2,,,
U+7919,礙,ài,42,40,,碍,"obstruct, hinder, block, deter"
U+7926,礦,kuàng,131,73,,矿,"mine; mineral, ore"
U+792A,礪,lì,2,2,,砺,whetstone; sharpen
U+792B,礫,lì,2,1,,砾,"gravel, pebbles, potsherds"
U+7931,礱,lóng,1,1,,砻,"grind, sharpen; mill"
U+7934,礴,bó,36,32,,,"fill, extend"
U+793A,示,shì,8344,7594,,,"show, manifest; demonstrate; Kangxi radical 113"
U+793C,礼,lǐ,397,316,"礼,禮",礼,social custom; manners; courtesy; rites
U+793E,社,shè,2953,2549,,,"god of the soil and altars to him; group of families; company, society"
U+7940,祀,sì,32,29,,,"to sacrifice, worship"
U+7941,祁,qí,59,34,,,"pray; numerous, ample, abundant"
U+7947,祇,qí,5,3,,,"the spirit of the earth; (same as 只) only, merely, but"
U+7948,祈,qí,110,94,,,"pray; entreat, beseech"
U+7949,祉,zhǐ,34,32,,,"happiness, blessings, good luck"
U+794E,祎,yī,7,6,禕,,excellent
U+7950,祐,yòu,4,4,,,"divine intervention, protection"
U+7955,祕,mì,4,4,,,"mysterious, secret, abstruse"
U+7956,祖,zǔ,380,311,,,"ancestor, forefather; grandfather"
U+795A,祚,zuò,1,1,,,"throne; bless; blessing, happiness"
U+795B,祛,qū,10,9,,,"expel, disperse, exorcise"
U+795C,祜,hù,2,2,,,"blessing, happiness, prosperity"
U+795D,祝,zhù,729,611,,,pray for happiness or blessings
U+795E,神,shén,1821,1492,,,"spirit, god, supernatural being"
U+7960,祠,cí,19,13,,,ancestral temple; offer sacrifice
U+7965,祥,xiáng,236,192,,,"good luck, good omen; happiness"
U+7968,票,piào,2319,1645,,,slip of paper or bamboo; ticket
U+796D,祭,jì,190,148,,,"sacrifice to, worship"
U+796F,祯,zhēn,4,2,禎,,"lucky, auspicious, good omen"
U+7977,祷,dǎo,10,9,"祷,禱",祷,"pray; entreat, beg, plead; prayer"
U+7978,祸,huò,63,59,禍,,"misfortune, calamity, disaster"
U+797A,祺,qí,5,4,,,"good luck, good fortune"
U+797F,祿,lù,14,7,,禄,"blessing, happiness, prosperity"
U+7980,禀,bǐng,10,10,"禀,稟",禀,"report to, petition"
U+7981,禁,jìn,1258,1035,,,"restrict, prohibit, forbid"
U+7984,禄,lù,14,13,祿,,"blessing, happiness, prosperity"
U+7985,禅,chán,7,6,禪,,"meditation, contemplation"
U+798D,禍,huò,7,7,,祸,"misfortune, calamity, disaster"
U+798E,禎,zhēn,1,1,,祯,"lucky, auspicious, good omen"
U+798F,福,fú,2177,1647,,,"happiness, good fortune, blessing"
U+7995,禕,yī,3,1,,祎,"excellent, rare; beautiful, fine"
U+79A6,禦,yù,18,16,,御,"defend, resist, hold out against"
U+79A7,禧,xǐ,14,13,,,happiness; congratulations
U+79AA,禪,chán,12,9,,禅,"meditation, contemplation (dhyana); to level ground for altar; abdicate"
U+79AE,禮,lǐ,153,123,,礼,social custom; manners; courtesy; rites
U+79B1,禱,dǎo,5,5,,祷,"pray; entreat, beg, plead; prayer"
U+79B9,禹,yǔ,8,7,,,legendary hsia dynasty founder
U+79BA,禺,yú,1,1,,,district; mountain in Zhejiang
U+79BB,离,lí,1561,1389,離,,rare beast; strange; elegant
U+79BD,禽,qín,89,63,,,"birds, fowl; surname; capture"
U+79BE,禾,hé,19,13,,,grain still on stalk; rice plant
U+79BF,禿,tū,1,1,,秃,"bald, bare, stripped"
U+79C0,秀,xiù,480,411,,,"ear of grain; flowering, luxuriant; refined, elegant, graceful"
U+79C1,私,sī,559,493,,,"private, personal; secret"
U+79C3,秃,tū,8,8,"禿,秃",秃,bald
U+79C6,秆,gǎn,6,4,"秆,稈",秆,straw; stalk of grain
U+79C8,秈,xiān,1,1,,籼,non-glutinous long grain rice
U+79C9,秉,bǐng,41,39,,,"grasp, hold; bundle; authority"
U+79CB,秋,qiū,1000,659,"秋,鞦",秋,"autumn, fall; year"
U+79CD,种,zhǒng,4033,3162,"种,種",种,"seed; race, breed; to plant"
U+79D1,科,kē,4920,3929,,,"section, department, science"
U+79D2,秒,miǎo,423,382,,,beard of grain or corn; a second
U+79D8,秘,mì,569,504,,,"secret, mysterious, abstruse"
U+79DF,租,zū,328,221,,,"rent, lease; rental; tax"
U+79E3,秣,mò,3,3,,,"fodder, horse feed; feed horse"
U+79E4,秤,chèng,2,2,,,"balance, scale, steelyard"
U+79E6,秦,qín,204,128,,,feudal state of Qin; the Qin dynasty (from which the name 'China' comes)
U+79E7,秧,yāng,38,23,,,"rice seedlings, young rice plants"
U+79E9,秩,zhì,123,116,,,order; orderly; salary; decade
U+79ED,秭,zǐ,5,3,,,one billion; also used for higher powers of ten; a county in Hubei province
U+79EF,积,jī,1653,1308,積,,"accumulate, store up, amass"
U+79F0,称,chēng,4108,3840,"称,稱",称,"call; name, brand; address; say"
U+79F8,秸,jiē,4,2,,,"stalks of millet, corn"
U+79FB,移,yí,1171,965,,,"change place, shift; move about"
U+79FD,秽,huì,3,3,穢,,"dirty, unclean; immoral, obscene"
U+7A00,稀,xī,558,358,,,"rare, unusual, scarce; sparse"
U+7A05,稅,shuì,884,433,,税,"taxes, revenue, duty; tax"
U+7A08,稈,gǎn,1,1,,秆,stalk of grain; straw
U+7A0B,程,chéng,3219,2781,,,"journey, trip; schedule, agenda"
U+7A0D,稍,shāo,77,73,,,"little, slightly; rather"
U+7A0E,税,shuì,1921,1260,稅,,taxes
U+7A14,稔,rěn,8,8,,,"ripe grain; harvest; to know, be familiar with"
U+7A17,稗,bài,1,1,,,"darnels, weeds, tares small"
U+7A19,稙,zhī,1,1,,,grain ready for grinding
U+7A1A,稚,zhì,11,11,,,"young, immature; childhood"
U+7A1C,稜,léng,3,3,,,"corner, edge, angle; square block"
U+7A1E,稞,kē,9,5,,,grain ready for grinding; grain
U+7A1F,稟,bǐng,4,4,,禀,"report to, petition"
U+7A20,稠,chóu,14,11,,,"dense, crowded, packed; soupy"
U+7A23,稣,sū,15,15,穌,,"revive, to rise again; collect"
U+7A2E,種,zhǒng,705,545,,种,seed; race; offspring; to plant
U+7A31,稱,chēng,768,700,,称,"call; name, brand; address; say"
U+7A33,稳,wěn,910,846,"稳,穩",稳,"stable, firm, solid, steady"
U+7A37,稷,jì,2,1,,,god of cereals; minister of agriculture
U+7A3B,稻,dào,223,136,,,"rice growing in field, rice plant"
U+7A3C,稼,jià,1,1,,,sow grain; sheaves of grain
U+7A3D,稽,jī,11,9,,,"examine, investigate; delay"
U+7A3F,稿,gǎo,133,122,,,"draft, manuscript, rough copy"
U+7A40,穀,gǔ,27,22,,谷,"corn, grain, cereal; lucky"
U+7A46,穆,mù,166,143,,,"majestic, solemn, reverent; calm"
U+7A4C,穌,sū,1,1,,稣,"revive, to rise again; collect"
U+7A4D,積,jī,477,381,,积,"accumulate, store up, amass"
U+7A4E,穎,yǐng,30,23,,颖,rice tassel; sharp point; clever
U+7A57,穗,suì,21,18,,,ear of grain; tassel; Guangzhou
U+7A69,穩,wěn,335,290,,稳,"stable, firm, solid, steady"
U+7A6B,穫,huò,70,64,,获,"harvest, cut grain"
U+7A74,穴,xué,32,24,,,"cave, den, hole; Kangxi radical 116"
U+7A76,究,jiū,2365,1964,,,"examine, investigate"
U+7A77,穷,qióng,85,79,"穷,窮",穷,"poor, destitute, impoverished"
U+7A79,穹,qióng,21,18,,,high and vast; elevated; arched
U+7A7A,空,kōng,4436,3162,,,"empty, hollow, bare, deserted"
U+7A7F,穿,chuān,674,585,,,"penetrate, pierce, drill; wear"
U+7A81,突,tū,2051,1870,,,"suddenly, abruptly, unexpectedly"
U+7A83,窃,qiè,110,89,"窃,竊",窃,"secretly, stealthily; steal; thief"
U+7A84,窄,zhǎi,108,103,,,"narrow, tight; narrow-minded"
U+7A88,窈,yǎo,2,2,,,"obscure, secluded; refined"
U+7A8D,窍,qiào,5,5,竅,,"hole, opening, aperture"
U+7A91,窑,yáo,18,14,窯,,kiln; coal mine pit
U+7A92,窒,zhì,12,12,,,"stop up, obstruct"
U+7A95,窕,tiǎo,2,2,,,"slender; quiet and modest, charming"
U+7A96,窖,jiào,15,11,,,"pit, cellar"
U+7A97,窗,chuāng,155,126,,,window
U+7A98,窘,jiǒng,19,19,,,embarrassed; hard-pressed
U+7A9C,窜,cuàn,9,9,竄,,"run away; revise, edit; expel"
U+7A9D,窝,wō,36,27,窩,,"nest; cave, den; hiding place"
U+7A9F,窟,kū,78,35,,,"hole, cave; cellar; underground"
U+7AA5,窥,kuī,48,42,窺,,"peep, watch, spy on, pry"
U+7AA6,窦,dòu,2,2,竇,,"surname; hole, burrow; corrupt"
U+7AA8,窨,yìn,1,1,,,"a cellar, a store-room"
U+7AA9,窩,wō,7,6,,窝,"nest; cave, den; hiding place"
U+7AAA,窪,wā,3,3,,洼,hollow; pit; depression; swamp
U+7AAE,窮,qióng,18,18,,穷,"poor, destitute, impoverished"
U+7AAF,窯,yáo,15,10,,窑,kiln; coal mine pit
U+7ABA,窺,kuī,6,6,,窥,"peep, watch, spy on, pry"
U+7ABF,窿,lóng,4,4,,,"mine shaft; cavity, hole"
U+7AC4,竄,cuàn,3,2,,窜,"run away; revise, edit; expel"
U+7AC5,竅,qiào,1,1,,窍,"hole, opening, aperture"
U+7AC7,竇,dòu,1,1,,窦,"surname; hole, burrow; corrupt"
U+7ACA,竊,qiè,26,19,,窃,"secretly, stealthily; steal; thief"
U+7ACB,立,lì,3494,2974,,,"stand; let stand; establish, set"
U+7AD6,竖,shù,13,13,"竪,豎",,"perpendicular, vertical; erect"
U+7AD9,站,zhàn,1869,1411,,,"stand up; a stand, station"
U+7ADC,竜,lóng,1,1,,,dragon; symbolic of emperor
U+7ADE,竞,jìng,1548,1387,競,,"contend, vie, compete"
U+7ADF,竟,jìng,382,379,,,"finally, after all, at last"
U+7AE0,章,zhāng,375,327,,,"composition; chapter, section"
U+7AE3,竣,jùn,39,31,,,"terminate, end, finish; quit"
U+7AE5,童,tóng,574,476,,,"child, boy, servant boy; virgin"
U+7AED,竭,jié,43,42,,,put forth great effort; exhaust
U+7AEF,端,duān,1395,1165,,,"end, extreme; head; beginning"
U+7AF6,競,jìng,361,307,,竞,"contend, vie, compete"
U+7AF9,竹,zhú,209,161,,,bamboo; flute; Kangxi radical 118
U+7AFA,竺,zhú,9,5,,,India; bamboo; surname
U+7AFF,竿,gān,20,19,,,bamboo pole; penis
U+7B03,笃,dǔ,5,4,篤,,"deep, true, sincere, genuine"
U+7B08,笈,jí,3,3,,,bamboo box used carry books
U+7B0B,笋,sǔn,21,19,"笋,筍",笋,bamboo shoots
U+7B11,笑,xiào,273,235,,,"smile, laugh, giggle; snicker"
U+7B14,笔,bǐ,519,450,"笔,筆",笔,writing brush; write; stroke
U+7B19,笙,shēng,19,11,,,small gourd-shaped musical instrument
U+7B1B,笛,dí,22,18,,,bamboo flute; whistle
U+7B1E,笞,chī,1,1,,,bamboo rod used for beatings
U+7B20,笠,lì,6,6,,,bamboo hat; bamboo covering
U+7B26,符,fú,321,305,,,"i.d. tag, tally, symbol, charm"
U+7B28,笨,bèn,11,11,,,"foolish, stupid, dull; awkward"
U+7B2C,第,dì,6156,5108,,,"sequence, number; grade, degree"
U+7B39,笹,shì,3,1,,,small bamboo
U+7B3A,笺,jiān,4,4,箋,,"note, memo; stationery; comments"
U+7B3C,笼,lóng,110,100,籠,,cage; cage-like basket
U+7B46,筆,bǐ,81,67,,笔,writing brush; write; stroke
U+7B49,等,děng,8067,6989,,,"rank, grade; to wait; equal, “and so forth”"
U+7B4B,筋,jīn,41,40,,,muscles; tendons
U+7B4D,筍,sǔn,17,12,,笋,bamboo shoot; joint; tendon
U+7B4F,筏,fá,12,11,,,raft
U+7B50,筐,kuāng,11,9,,,bamboo basket or chest
U+7B51,筑,zhù,332,285,"筑,築",筑,ancient lute; build
U+7B52,筒,tǒng,37,29,,,thick piece of bamboo; pipe
U+7B54,答,dá,524,468,,,"answer, reply; return; assent to"
U+7B56,策,cè,2485,2144,,,"scheme, plan; to whip; urge"
U+7B5B,筛,shāi,67,59,篩,,"sieve, filter, screen; sift"
U+7B5D,筝,zhēng,20,11,箏,,stringed musical instrument; kite
U+7B60,筠,yún,2,2,,,bamboo skin; bamboo
U+7B71,筱,xiǎo,4,4,,,dwarf bamboo; diminutive in person's name
U+7B75,筵,yán,1,1,,,feast
U+7B77,筷,kuài,26,23,,,chopsticks
U+7B79,筹,chóu,274,256,籌,,"chip, tally, token; raise money"
U+7B7E,签,qiān,764,636,"簽,籤",,"sign, endorse; slip of paper"
U+7B80,简,jiǎn,547,503,簡,,"simple, terse, succinct, a letter"
U+7B87,箇,gè,1,1,,,"numerary adjunct, piece; single"
U+7B8B,箋,jiān,1,1,,笺,"note, memo; stationery; comments"
U+7B8D,箍,gū,10,10,,,"hoop; bind, surround"
U+7B8F,箏,zhēng,6,6,,筝,stringed musical instrument; kite
U+7B94,箔,bó,22,13,,,reed screen; frame for growing silkworms
U+7B95,箕,jī,1,1,,,"sieve; dust pan, garbage bag; 7th lunar mansion, determinative star γ² Sagittarii (Alnasl)"
U+7B97,算,suàn,1685,1340,,,"count, calculate, figure; plan"
U+7B9C,箜,kōng,2,2,,,ancient string music instrument
U+7B9D,箝,qián,1,1,,,"tweezers, pliers, tongs, pincers"
U+7BA1,管,guǎn,4093,3474,,,"pipe, tube, duct; woodwind music"
U+7BA9,箩,luó,2,2,"箩,籮",箩,bamboo basket
U+7BAC,箬,ruò,7,5,,,the cuticle of the bamboo a broad-leaved bamboo
U+7BAD,箭,jiàn,536,342,,,arrow; type of bamboo
U+7BB1,箱,xiāng,457,326,,,"case, box, chest, trunk"
U+7BC0,節,jié,1191,789,,节,"knot, node, joint; section; hexagram ䷻"
U+7BC1,篁,huáng,2,2,,,bamboo grove; bamboo
U+7BC4,範,fàn,177,158,,范,"pattern, model, rule, law"
U+7BC6,篆,zhuàn,8,4,,,"seal script; seal, official stamp"
